Gene name,Gene type,Chromosome/scaffold name,Strand,Transcript count
AC015802.5,lncRNA,17,1,1
SNHG16,lncRNA,17,1,13
SNORD1C,snoRNA,17,1,1
SNORD1B,snoRNA,17,1,1
SNORD1A,snoRNA,17,1,1
AC015802.6,protein_coding,17,-1,1
ST6GALNAC2,protein_coding,17,-1,9
AC015802.1,lncRNA,17,1,1
AC015802.2,processed_pseudogene,17,-1,1
AC015802.7,lncRNA,17,-1,1
ST6GALNAC1,protein_coding,17,-1,11
RNU6-227P,snRNA,17,1,1
AC005837.1,lncRNA,17,1,1
MXRA7,protein_coding,17,-1,7
RNY4P36,misc_RNA,17,-1,1
AC005837.4,lncRNA,17,1,1
JMJD6,protein_coding,17,-1,8
AC005837.3,misc_RNA,17,-1,1
METTL23,protein_coding,17,1,15
AC005837.2,protein_coding,17,1,1
SRSF2,protein_coding,17,-1,11
MFSD11,protein_coding,17,1,20
MIR636,miRNA,17,-1,1
RNU6-97P,snRNA,17,1,1
LINC02080,lncRNA,17,1,1
AC016168.4,lncRNA,17,-1,1
LINC00868,lncRNA,17,1,5
MGAT5B,protein_coding,17,1,9
AC016168.2,lncRNA,17,-1,3
AC016168.1,lncRNA,17,-1,1
AC016168.3,TEC,17,-1,1
Metazoa_SRP,misc_RNA,17,1,1
SNHG20,lncRNA,17,1,18
SEC14L1,protein_coding,17,1,23
SCARNA16,scaRNA,17,1,1
MIR6516,miRNA,17,1,1
RNU4-47P,snRNA,17,-1,1
CYCSP40,processed_pseudogene,17,-1,1
SEPTIN9-DT,lncRNA,17,-1,3
AC068594.1,lncRNA,17,-1,1
SEPTIN9,protein_coding,17,1,48
AC111182.1,lncRNA,17,-1,1
AC111182.2,lncRNA,17,-1,1
MIR4316,miRNA,17,-1,1
AC111170.1,misc_RNA,17,1,1
AC111170.4,TEC,17,1,1
AC111170.3,lncRNA,17,1,1
AC111170.2,lncRNA,17,-1,1
AC021683.3,lncRNA,17,1,21
AC021683.2,lncRNA,17,1,3
AC021683.6,lncRNA,17,1,1
AC021683.1,lncRNA,17,-1,1
AC021683.4,TEC,17,1,1
AC021683.5,lncRNA,17,1,2
LINC01987,lncRNA,17,-1,1
LINC01973,lncRNA,17,-1,2
RNU1-80P,snRNA,17,1,1
TNRC6C,protein_coding,17,1,11
AC015804.1,TEC,17,1,1
UBE2V2P2,processed_pseudogene,17,-1,1
RNU6-625P,snRNA,17,1,1
TMC6,protein_coding,17,-1,24
TNRC6C-AS1,lncRNA,17,-1,2
TMC8,protein_coding,17,1,9
C17orf99,protein_coding,17,1,6
EIF5AP2,processed_pseudogene,17,1,1
SYNGR2,protein_coding,17,1,9
TK1,protein_coding,17,-1,6
AFMID,protein_coding,17,1,15
AC087645.1,processed_pseudogene,17,-1,1
BIRC5,protein_coding,17,1,11
TMEM235,protein_coding,17,1,6
AC087645.4,lncRNA,17,1,1
THA1P,unitary_pseudogene,17,-1,1
AC087645.3,TEC,17,-1,1
LINC01993,lncRNA,17,-1,1
AC087645.2,lncRNA,17,1,2
SOCS3,protein_coding,17,-1,2
AC061992.2,lncRNA,17,1,2
RN7SL236P,misc_RNA,17,-1,1
PGS1,protein_coding,17,1,15
AC061992.1,snoRNA,17,1,1
DNAH17,protein_coding,17,-1,10
DNAH17-AS1,lncRNA,17,1,4
AC016182.1,processed_pseudogene,17,1,1
RN7SL454P,misc_RNA,17,-1,1
SCAT1,lncRNA,17,-1,34
CYTH1,protein_coding,17,-1,17
AC099804.1,TEC,17,-1,1
RNU6-638P,snRNA,17,-1,1
USP36,protein_coding,17,-1,24
AC022966.2,lncRNA,17,1,1
RPL9P29,processed_pseudogene,17,-1,1
TIMP2,protein_coding,17,-1,5
AC022966.1,lncRNA,17,1,1
CEP295NL,protein_coding,17,-1,5
AC100788.2,TEC,17,1,1
AC100788.1,lncRNA,17,1,1
LGALS3BP,protein_coding,17,-1,19
CANT1,protein_coding,17,-1,16
C1QTNF1-AS1,lncRNA,17,-1,2
C1QTNF1,protein_coding,17,1,12
ENGASE,protein_coding,17,1,10
RBFOX3,protein_coding,17,-1,13
AC021534.1,lncRNA,17,1,1
AC233701.1,lncRNA,17,-1,2
MIR4739,miRNA,17,-1,1
LINC02078,lncRNA,17,1,1
ENPP7,protein_coding,17,1,2
CBX2,protein_coding,17,1,3
CBX8,protein_coding,17,-1,4
AC100791.2,lncRNA,17,1,1
LINC01977,lncRNA,17,1,2
CBX4,protein_coding,17,-1,4
AC100791.1,lncRNA,17,-1,1
LINC01979,lncRNA,17,-1,1
LINC01978,lncRNA,17,1,3
TBC1D16,protein_coding,17,-1,9
AC100791.3,lncRNA,17,1,1
AC116025.2,lncRNA,17,-1,1
AC116025.1,lncRNA,17,1,2
CCDC40,protein_coding,17,1,16
MIR1268B,miRNA,17,1,1
GAA,protein_coding,17,1,9
EIF4A3,protein_coding,17,-1,9
AC087741.3,TEC,17,1,1
AC087741.2,lncRNA,17,1,1
CARD14,protein_coding,17,1,22
AC087741.1,lncRNA,17,-1,5
SGSH,protein_coding,17,-1,17
SLC26A11,protein_coding,17,1,17
RNF213,protein_coding,17,1,20
AC124319.1,lncRNA,17,1,1
AC124319.2,lncRNA,17,-1,1
AC124319.3,TEC,17,1,1
RNF213-AS1,lncRNA,17,-1,5
ENDOV,protein_coding,17,1,30
MIR4730,miRNA,17,1,1
AC120024.1,lncRNA,17,-1,1
AC120024.4,TEC,17,-1,1
NPTX1,protein_coding,17,-1,4
AC120024.2,processed_pseudogene,17,1,1
AC120024.3,processed_pseudogene,17,1,1
RPL32P31,processed_pseudogene,17,1,1
RPTOR,protein_coding,17,1,12
RPL31P7,processed_pseudogene,17,-1,1
AC016245.1,lncRNA,17,-1,1
AC016245.2,lncRNA,17,-1,1
AC127496.3,lncRNA,17,-1,1
AC127496.4,lncRNA,17,-1,1
AC127496.1,lncRNA,17,-1,2
RPL12P37,processed_pseudogene,17,1,1
CHMP6,protein_coding,17,1,4
AC127496.6,lncRNA,17,-1,2
AC127496.7,TEC,17,1,1
AC127496.5,lncRNA,17,-1,5
AC127496.2,lncRNA,17,-1,1
BAIAP2-DT,lncRNA,17,-1,2
BAIAP2,protein_coding,17,1,30
AATK,protein_coding,17,-1,11
MIR657,miRNA,17,-1,1
MIR3065,miRNA,17,1,1
MIR338,miRNA,17,-1,1
MIR1250,miRNA,17,-1,1
AC115099.1,lncRNA,17,1,1
PVALEF,protein_coding,17,1,3
CEP131,protein_coding,17,-1,8
AC027601.2,lncRNA,17,1,1
TEPSIN,protein_coding,17,-1,13
AC027601.1,lncRNA,17,1,2
NDUFAF8,protein_coding,17,1,6
SLC38A10,protein_coding,17,-1,11
AC027601.3,lncRNA,17,1,1
AC027601.4,TEC,17,1,1
LINC00482,lncRNA,17,-1,2
TMEM105,lncRNA,17,-1,5
AC027601.5,lncRNA,17,-1,1
AC110285.3,lncRNA,17,1,1
AC110285.1,lncRNA,17,-1,12
AC110285.5,lncRNA,17,1,1
AC110285.2,lncRNA,17,-1,3
BAHCC1,protein_coding,17,1,9
AC110285.6,TEC,17,-1,1
MIR4740,miRNA,17,-1,1
MIR3186,miRNA,17,-1,1
AC110285.4,lncRNA,17,-1,1
LINC01971,lncRNA,17,-1,1
ACTG1,protein_coding,17,-1,16
AC139149.1,lncRNA,17,1,2
FSCN2,protein_coding,17,1,3
FAAP100,protein_coding,17,-1,7
NPLOC4,protein_coding,17,-1,21
AC137896.1,misc_RNA,17,1,1
TSPAN10,protein_coding,17,1,5
PDE6G,protein_coding,17,-1,5
OXLD1,protein_coding,17,-1,7
CCDC137,protein_coding,17,1,6
ARL16,protein_coding,17,-1,15
HGS,protein_coding,17,1,17
MIR6786,miRNA,17,1,1
AC139530.3,lncRNA,17,-1,1
AC139530.1,lncRNA,17,-1,1
MRPL12,protein_coding,17,1,1
AC139530.2,protein_coding,17,1,1
SLC25A10,protein_coding,17,1,8
GCGR,protein_coding,17,1,6
MCRIP1,protein_coding,17,-1,12
PPP1R27,protein_coding,17,-1,3
P4HB,protein_coding,17,-1,24
AC145207.3,lncRNA,17,1,1
AC145207.9,TEC,17,1,1
ARHGDIA,protein_coding,17,-1,17
AC145207.2,lncRNA,17,1,2
AC145207.5,lncRNA,17,-1,1
AC145207.6,lncRNA,17,1,1
ALYREF,protein_coding,17,-1,4
ANAPC11,protein_coding,17,1,23
NPB,protein_coding,17,1,2
PCYT2,protein_coding,17,-1,18
SIRT7,protein_coding,17,-1,21
MAFG,protein_coding,17,-1,3
AC145207.8,lncRNA,17,1,1
MAFG-DT,lncRNA,17,1,1
PYCR1,protein_coding,17,-1,17
AC145207.4,lncRNA,17,1,1
MYADML2,protein_coding,17,-1,1
AC145207.1,lncRNA,17,1,1
NOTUM,protein_coding,17,-1,4
AC145207.7,lncRNA,17,-1,1
ASPSCR1,protein_coding,17,1,21
CENPX,protein_coding,17,-1,11
LRRC45,protein_coding,17,1,6
RAC3,protein_coding,17,1,4
DCXR,protein_coding,17,-1,21
AC137723.1,TEC,17,-1,1
DCXR-DT,lncRNA,17,1,2
RFNG,protein_coding,17,-1,12
GPS1,protein_coding,17,1,28
DUS1L,protein_coding,17,-1,16
FASN,protein_coding,17,-1,13
CCDC57,protein_coding,17,-1,20
AC129510.1,lncRNA,17,1,1
AC129510.2,lncRNA,17,1,1
AC132872.2,lncRNA,17,1,1
SLC16A3,protein_coding,17,1,22
MIR6787,miRNA,17,1,1
CSNK1D,protein_coding,17,-1,26
AC132872.3,lncRNA,17,1,1
AC132872.4,TEC,17,1,2
AC132872.5,lncRNA,17,1,7
LINC01970,lncRNA,17,-1,1
AC132872.1,lncRNA,17,1,1
CD7,protein_coding,17,-1,7
SECTM1,protein_coding,17,-1,8
TEX19,protein_coding,17,1,1
AC132938.5,TEC,17,-1,1
UTS2R,protein_coding,17,1,1
AC132938.2,lncRNA,17,-1,1
OGFOD3,protein_coding,17,-1,12
AC132938.3,lncRNA,17,-1,1
AC132938.1,misc_RNA,17,1,1
HEXD,protein_coding,17,1,17
HEXD-IT1,lncRNA,17,1,1
CYBC1,protein_coding,17,-1,40
AC132938.7,lncRNA,17,1,1
AC132938.4,lncRNA,17,-1,3
NARF,protein_coding,17,1,27
AC132938.6,TEC,17,1,1
NARF-AS1,lncRNA,17,-1,1
NARF-IT1,lncRNA,17,1,1
FOXK2,protein_coding,17,1,12
AC124283.4,processed_pseudogene,17,-1,1
AC124283.3,lncRNA,17,1,1
AC124283.2,lncRNA,17,-1,1
AC124283.1,lncRNA,17,-1,1
WDR45B,protein_coding,17,-1,10
AC124283.5,TEC,17,1,1
RAB40B,protein_coding,17,-1,11
MIR4525,miRNA,17,-1,1
AC024361.2,lncRNA,17,-1,1
FN3KRP,protein_coding,17,1,9
AC024361.3,lncRNA,17,-1,1
FN3K,protein_coding,17,1,5
AC024361.1,lncRNA,17,1,1
TBCD,protein_coding,17,1,26
AC068014.1,lncRNA,17,-1,1
ZNF750,protein_coding,17,-1,2
AC087222.1,lncRNA,17,1,1
B3GNTL1,protein_coding,17,-1,11
AC130371.1,lncRNA,17,1,4
METRNL,protein_coding,17,1,5
AC130371.2,lncRNA,17,1,1
AC144831.1,lncRNA,17,1,1
AC139099.3,TEC,17,-1,1
AC139099.2,lncRNA,17,1,6
AC139099.1,lncRNA,17,-1,4
RPL23AP87,transcribed_processed_pseudogene,17,1,2
LINC02564,lncRNA,18,1,2
AP005530.1,lncRNA,18,-1,2
AP001005.1,unprocessed_pseudogene,18,1,1
TUBB8B,protein_coding,18,-1,2
AP001005.3,lncRNA,18,-1,2
IL9RP4,unprocessed_pseudogene,18,-1,1
AP001005.2,processed_pseudogene,18,-1,1
ROCK1P1,transcribed_unprocessed_pseudogene,18,1,3
MIR8078,miRNA,18,-1,1
USP14,protein_coding,18,1,9
THOC1,protein_coding,18,-1,21
AP000845.1,lncRNA,18,1,1
COLEC12,protein_coding,18,-1,3
AP000915.1,lncRNA,18,1,1
AP000915.2,lncRNA,18,-1,1
LINC01925,lncRNA,18,-1,1
CETN1,protein_coding,18,1,1
RN7SKP146,misc_RNA,18,-1,1
CLUL1,protein_coding,18,1,13
AP001178.4,lncRNA,18,-1,1
TYMSOS,lncRNA,18,-1,3
AP001178.3,lncRNA,18,1,1
AP001178.1,lncRNA,18,-1,1
TYMS,protein_coding,18,1,6
ENOSF1,protein_coding,18,-1,22
AP001178.2,lncRNA,18,1,1
YES1,protein_coding,18,-1,5
AP001020.3,lncRNA,18,1,1
AP001020.1,lncRNA,18,1,1
AP001020.2,lncRNA,18,-1,1
RNU1-109P,snRNA,18,-1,1
AP000894.4,lncRNA,18,1,1
BOLA2P1,processed_pseudogene,18,1,1
AP000894.1,processed_pseudogene,18,1,1
AP000894.3,lncRNA,18,-1,1
AP000894.2,lncRNA,18,-1,5
ADCYAP1,protein_coding,18,1,4
LINC01904,lncRNA,18,-1,1
AP005328.1,lncRNA,18,-1,1
AP000829.1,lncRNA,18,1,7
AP005265.1,processed_pseudogene,18,-1,1
COX6CP3,processed_pseudogene,18,-1,1
LINC00470,lncRNA,18,-1,42
RN7SKP72,misc_RNA,18,-1,1
AP005119.1,processed_pseudogene,18,1,1
AP005119.2,processed_pseudogene,18,-1,1
AP005262.1,lncRNA,18,1,24
AC019183.1,lncRNA,18,1,1
AP005057.1,lncRNA,18,1,1
AP005230.1,lncRNA,18,-1,8
AIDAP3,processed_pseudogene,18,-1,1
AP005136.4,lncRNA,18,-1,1
METTL4,protein_coding,18,-1,7
AP005136.1,snoRNA,18,1,1
AP005136.3,lncRNA,18,-1,1
AP005136.2,processed_pseudogene,18,1,1
NDC80,protein_coding,18,1,5
KATNBL1P3,processed_pseudogene,18,-1,1
Y_RNA,misc_RNA,18,1,1
RNU6-340P,snRNA,18,-1,1
CBX3P2,transcribed_processed_pseudogene,18,-1,2
SMCHD1,protein_coding,18,1,15
AP001011.1,lncRNA,18,-1,2
Y_RNA,misc_RNA,18,1,1
EMILIN2,protein_coding,18,1,3
LPIN2,protein_coding,18,-1,4
AP000919.3,lncRNA,18,1,1
CHORDC1P4,transcribed_processed_pseudogene,18,-1,2
AP000919.1,lncRNA,18,1,3
AP000919.2,lncRNA,18,1,1
SNRPCP4,processed_pseudogene,18,1,1
AP005431.1,processed_pseudogene,18,-1,1
SNORA70,snoRNA,18,-1,1
MYOM1,protein_coding,18,-1,7
RNU7-25P,snRNA,18,1,1
AP005329.2,lncRNA,18,1,1
AP005329.3,lncRNA,18,-1,1
MYL12A,protein_coding,18,1,12
AP005329.1,lncRNA,18,-1,2
MYL12B,protein_coding,18,1,5
AP001025.1,lncRNA,18,1,1
LINC01895,lncRNA,18,-1,15
RPL31P59,processed_pseudogene,18,-1,1
IGLJCOR18,IG_C_pseudogene,18,1,1
RPL21P127,processed_pseudogene,18,-1,1
TGIF1,protein_coding,18,1,23
BOD1P1,transcribed_processed_pseudogene,18,1,1
GAPLINC,lncRNA,18,1,4
DLGAP1,protein_coding,18,-1,22
RN7SL39P,misc_RNA,18,-1,1
AP002472.1,processed_pseudogene,18,1,1
DLGAP1-AS1,lncRNA,18,1,7
DLGAP1-AS2,lncRNA,18,1,2
AP002478.1,lncRNA,18,1,3
AP002478.2,lncRNA,18,-1,1
DLGAP1-AS3,lncRNA,18,1,5
MIR6718,miRNA,18,1,1
RNU6-831P,snRNA,18,-1,1
DLGAP1-AS4,lncRNA,18,1,8
GAPDHP66,processed_pseudogene,18,-1,1
DLGAP1-AS5,lncRNA,18,1,4
AP005208.1,processed_pseudogene,18,1,1
AP005403.1,processed_pseudogene,18,1,1
AP005203.1,lncRNA,18,-1,2
PPIAP14,processed_pseudogene,18,-1,1
LINC01892,lncRNA,18,1,6
BOD1P2,processed_pseudogene,18,-1,1
AKAIN1,protein_coding,18,-1,2
AP005380.1,lncRNA,18,1,1
AP001496.4,lncRNA,18,1,1
AP001496.2,lncRNA,18,-1,2
LINC00526,lncRNA,18,-1,1
LINC00667,lncRNA,18,1,41
AP001496.3,processed_pseudogene,18,-1,1
ZBTB14,protein_coding,18,-1,9
AP001496.1,lncRNA,18,1,1
AP005671.1,lncRNA,18,-1,1
EPB41L3,protein_coding,18,-1,36
AP005059.2,lncRNA,18,1,1
AP005059.1,lncRNA,18,1,1
MIR3976HG,lncRNA,18,1,37
MIR3976,miRNA,18,1,1
TMEM200C,protein_coding,18,-1,2
AP001021.1,lncRNA,18,1,5
AP001021.3,lncRNA,18,1,2
L3MBTL4,protein_coding,18,-1,8
AP001021.2,lncRNA,18,1,1
RNU5F-3P,snRNA,18,-1,1
L3MBTL4-AS1,lncRNA,18,1,1
MIR4317,miRNA,18,-1,1
AP005060.1,TEC,18,-1,1
RNU6-349P,snRNA,18,1,1
RPL6P27,transcribed_processed_pseudogene,18,-1,2
AP005202.2,lncRNA,18,1,1
LINC01387,lncRNA,18,1,1
AP005202.1,lncRNA,18,1,1
RN7SL282P,misc_RNA,18,1,1
AP005205.1,lncRNA,18,-1,1
AP005205.3,TEC,18,1,1
AP005205.2,lncRNA,18,-1,1
ARHGAP28,protein_coding,18,1,15
AP005210.2,lncRNA,18,-1,1
AP005210.1,lncRNA,18,-1,1
LINC00668,lncRNA,18,-1,8
SCML2P1,processed_pseudogene,18,1,1
RNU6-916P,snRNA,18,-1,1
LAMA1,protein_coding,18,-1,9
AP002409.1,lncRNA,18,1,1
AP005062.1,lncRNA,18,1,1
SLC25A51P2,processed_pseudogene,18,1,1
LRRC30,protein_coding,18,1,1
AP005270.1,snoRNA,18,-1,1
AP001095.1,lncRNA,18,-1,1
PTPRM,protein_coding,18,1,15
AP000897.2,lncRNA,18,-1,2
AP000897.1,lncRNA,18,1,1
U3,snoRNA,18,1,1
AP005900.1,lncRNA,18,-1,1
AC006566.2,lncRNA,18,-1,1
AC006566.1,lncRNA,18,1,1
AP001094.3,lncRNA,18,-1,1
AP001094.2,lncRNA,18,1,1
AP001094.1,lncRNA,18,-1,1
COP1P1,processed_pseudogene,18,1,1
RN7SL50P,misc_RNA,18,1,1
THEMIS3P,unitary_pseudogene,18,1,1
AKR1B1P6,processed_pseudogene,18,1,1
RAB12,protein_coding,18,1,3
AP001793.1,lncRNA,18,-1,1
TOMM20P3,processed_pseudogene,18,-1,1
GACAT2,lncRNA,18,-1,1
MTCL1,protein_coding,18,1,16
Y_RNA,misc_RNA,18,-1,1
AP000864.1,lncRNA,18,1,1
AP001531.1,lncRNA,18,1,1
AP005899.2,lncRNA,18,1,1
RPS4XP19,processed_pseudogene,18,1,1
NDUFV2,protein_coding,18,1,9
AP005263.1,lncRNA,18,1,2
AP005899.1,lncRNA,18,-1,1
NDUFV2-AS1,lncRNA,18,-1,3
ANKRD12,protein_coding,18,1,9
Y_RNA,misc_RNA,18,-1,1
Y_RNA,misc_RNA,18,1,1
AP001033.2,lncRNA,18,1,1
AP001033.1,lncRNA,18,-1,1
TWSG1,protein_coding,18,1,3
AP001033.3,lncRNA,18,1,1
AP005432.2,lncRNA,18,-1,1
RALBP1,protein_coding,18,1,6
AP005432.1,lncRNA,18,1,1
RNU2-27P,snRNA,18,-1,1
PPP4R1,protein_coding,18,-1,29
AP001381.1,lncRNA,18,1,1
PPP4R1-AS1,lncRNA,18,1,1
RNU6-903P,snRNA,18,-1,1
LINC02856,lncRNA,18,1,1
KRT18P8,processed_pseudogene,18,-1,1
RAB31,protein_coding,18,1,12
AP000902.1,processed_pseudogene,18,-1,1
ZNF415P1,processed_pseudogene,18,1,1
RN7SL862P,misc_RNA,18,-1,1
AC006238.2,lncRNA,18,-1,1
RNA5SP449,rRNA_pseudogene,18,-1,1
PIGPP4,processed_pseudogene,18,-1,1
TXNDC2,protein_coding,18,1,6
AC006238.1,lncRNA,18,-1,1
VAPA,protein_coding,18,1,9
RNA5SP450,rRNA_pseudogene,18,1,1
AP005271.1,lncRNA,18,1,2
AP005209.2,lncRNA,18,1,1
AP005209.1,lncRNA,18,-1,4
AP006219.1,lncRNA,18,1,1
AP006219.2,lncRNA,18,1,1
LINC01254,lncRNA,18,-1,2
AP006219.3,lncRNA,18,1,1
APCDD1,protein_coding,18,1,6
NAPG,protein_coding,18,1,7
AP001099.1,lncRNA,18,1,1
LINC01887,lncRNA,18,-1,2
AP001180.3,processed_pseudogene,18,-1,1
CCDC58P1,processed_pseudogene,18,-1,1
AP001180.2,lncRNA,18,-1,1
AP001180.5,unprocessed_pseudogene,18,1,1
PMM2P1,processed_pseudogene,18,1,1
AP001180.1,lncRNA,18,1,1
PIEZO2,protein_coding,18,-1,16
AP001180.4,lncRNA,18,1,1
KIAA0895LP1,transcribed_processed_pseudogene,18,1,2
MIR6788,miRNA,18,-1,1
AP005120.1,lncRNA,18,1,2
AP005139.1,unprocessed_pseudogene,18,1,1
AP005229.1,lncRNA,18,-1,1
AP005229.2,lncRNA,18,-1,1
AP001109.1,lncRNA,18,-1,1
LINC01928,lncRNA,18,1,1
LINC01255,lncRNA,18,1,40
AP001017.1,processed_pseudogene,18,1,1
SLC35G4,protein_coding,18,1,1
AP001120.4,processed_pseudogene,18,1,1
NPIPB1P,transcribed_unprocessed_pseudogene,18,-1,2
AP001120.2,lncRNA,18,-1,1
AP001120.3,unprocessed_pseudogene,18,1,1
MIR7153,miRNA,18,-1,1
AP001120.1,lncRNA,18,-1,1
GNAL,protein_coding,18,1,10
ASNSP6,processed_pseudogene,18,1,1
AP001120.5,lncRNA,18,-1,1
AP005137.1,lncRNA,18,-1,1
CHMP1B,protein_coding,18,1,2
CHMP1B-AS1,lncRNA,18,-1,1
AP005137.2,lncRNA,18,-1,1
MPPE1,protein_coding,18,-1,30
AP001269.4,lncRNA,18,1,1
AP001269.2,lncRNA,18,-1,1
AP001269.3,processed_pseudogene,18,1,1
IMPA2,protein_coding,18,1,12
AP001269.1,lncRNA,18,-1,1
AP001542.3,lncRNA,18,-1,1
AP001542.1,processed_pseudogene,18,-1,1
AP001542.2,processed_pseudogene,18,-1,1
AP002414.1,processed_pseudogene,18,-1,1
AP002414.4,processed_pseudogene,18,-1,1
AP002414.2,transcribed_processed_pseudogene,18,-1,2
AP002414.5,lncRNA,18,1,1
AP002414.3,processed_pseudogene,18,-1,1
ANKRD62,protein_coding,18,1,2
RNU6-324P,snRNA,18,1,1
SDHDP1,processed_pseudogene,18,-1,1
AP005264.2,processed_pseudogene,18,-1,1
AP005264.6,TEC,18,1,1
AP005264.4,lncRNA,18,1,1
AP005264.5,transcribed_processed_pseudogene,18,1,5
CCDC58P3,processed_pseudogene,18,1,1
AP005264.3,lncRNA,18,-1,1
PPIAP56,processed_pseudogene,18,1,1
CIDEA,protein_coding,18,1,4
AP005264.7,TEC,18,1,1
AP005264.1,lncRNA,18,1,1
RNU6-170P,snRNA,18,-1,1
TUBB6,protein_coding,18,1,14
AFG3L2,protein_coding,18,-1,4
RNU7-129P,snRNA,18,1,1
PRELID3A,protein_coding,18,1,9
AP001029.1,lncRNA,18,1,1
AP001029.2,lncRNA,18,1,3
SPIRE1,protein_coding,18,-1,13
AP001029.3,processed_pseudogene,18,1,1
PSMG2,protein_coding,18,1,10
CEP76,protein_coding,18,-1,12
AP005482.2,lncRNA,18,-1,1
AP005482.1,lncRNA,18,-1,1
LINC01882,lncRNA,18,-1,4
Y_RNA,misc_RNA,18,1,1
PTPN2,protein_coding,18,-1,21
STK25P1,processed_pseudogene,18,1,1
EIF4A2P1,processed_pseudogene,18,1,1
SEH1L,protein_coding,18,1,10
AP002449.1,lncRNA,18,-1,1
CEP192,protein_coding,18,1,15
AP001357.2,processed_pseudogene,18,-1,1
AP001357.1,processed_pseudogene,18,-1,1
AP001198.2,lncRNA,18,-1,1
AP001198.1,lncRNA,18,-1,2
LDLRAD4,protein_coding,18,1,19
AP002505.1,lncRNA,18,-1,1
C18orf15,TEC,18,1,1
AP002505.3,lncRNA,18,-1,1
AP002505.2,TEC,18,-1,1
AP002439.1,lncRNA,18,-1,1
LDLRAD4-AS1,lncRNA,18,-1,1
MIR5190,miRNA,18,1,1
AP005131.5,lncRNA,18,-1,1
AP005131.4,lncRNA,18,-1,2
AP005131.6,lncRNA,18,1,1
AP005131.2,lncRNA,18,-1,1
AP005131.1,lncRNA,18,-1,1
AP005131.7,lncRNA,18,1,1
AP005131.3,lncRNA,18,-1,1
MIR4526,miRNA,18,1,1
AP001010.1,lncRNA,18,-1,1
FAM210A,protein_coding,18,-1,8
AP001525.1,TEC,18,-1,1
RN7SL362P,misc_RNA,18,-1,1
RNMT,protein_coding,18,1,10
MC5R,protein_coding,18,1,2
MC2R,protein_coding,18,-1,2
AP001086.1,processed_pseudogene,18,-1,1
AC006557.6,TEC,18,1,2
AC006557.5,processed_pseudogene,18,1,1
ZNF519,protein_coding,18,-1,13
AC006557.4,unprocessed_pseudogene,18,-1,1
AC006557.1,lncRNA,18,1,1
AC006557.3,lncRNA,18,1,1
FRG2LP,processed_pseudogene,18,1,1
AC006557.2,processed_pseudogene,18,-1,1
NF1P5,processed_pseudogene,18,-1,1
ANKRD20A5P,transcribed_unprocessed_pseudogene,18,1,8
RNU6-316P,snRNA,18,1,1
RHOT1P1,processed_pseudogene,18,1,1
AP005212.4,lncRNA,18,1,1
AP005212.2,processed_pseudogene,18,1,1
CYP4F35P,transcribed_unprocessed_pseudogene,18,1,2
AP005212.3,processed_pseudogene,18,-1,1
AP005212.1,processed_pseudogene,18,-1,1
TERF1P2,processed_pseudogene,18,-1,1
FEM1AP2,processed_pseudogene,18,-1,1
AP006261.1,lncRNA,18,-1,1
LONRF2P1,processed_pseudogene,18,-1,1
CXADRP3,transcribed_processed_pseudogene,18,-1,2
GRAMD4P7,processed_pseudogene,18,1,1
POTEC,protein_coding,18,-1,4
RNU6-1021P,snRNA,18,-1,1
OR4K7P,unprocessed_pseudogene,18,1,1
OR4K8P,unprocessed_pseudogene,18,1,1
SNX19P3,processed_pseudogene,18,-1,1
VN1R74P,unprocessed_pseudogene,18,-1,1
GTF2IP8,unprocessed_pseudogene,18,1,1
ANKRD30B,protein_coding,18,1,5
RNU6-1210P,snRNA,18,1,1
AP006565.1,lncRNA,18,-1,1
MIR3156-2,miRNA,18,1,1
LINC01906,lncRNA,18,1,1
FGF7P1,unprocessed_pseudogene,18,-1,1
AP005121.1,lncRNA,18,1,3
LINC01443,lncRNA,18,1,3
LINC01444,lncRNA,18,-1,2
AP005121.2,lncRNA,18,1,1
AP005242.4,TEC,18,-1,1
AP005242.2,unprocessed_pseudogene,18,-1,1
AP005242.3,lncRNA,18,-1,1
AP005242.1,lncRNA,18,1,1
AP005242.5,lncRNA,18,-1,1
AP005901.2,lncRNA,18,-1,1
AP005901.6,lncRNA,18,1,2
AP005901.5,lncRNA,18,-1,1
AP005901.3,transcribed_processed_pseudogene,18,-1,2
BNIP3P3,processed_pseudogene,18,-1,1
AP005901.4,unprocessed_pseudogene,18,1,1
AP005901.1,transcribed_unprocessed_pseudogene,18,-1,3
RNU6-721P,snRNA,18,-1,1
ROCK1,protein_coding,18,-1,7
AC022795.1,processed_pseudogene,18,-1,1
RNU6-120P,snRNA,18,-1,1
EXOGP1,processed_pseudogene,18,-1,1
AC022809.1,lncRNA,18,-1,1
GREB1L,protein_coding,18,1,11
AC015878.2,lncRNA,18,1,1
AC015878.1,lncRNA,18,-1,1
AC011774.1,snoRNA,18,-1,1
ESCO1,protein_coding,18,-1,4
SNRPD1,protein_coding,18,1,4
ABHD3,protein_coding,18,-1,10
AC106037.2,lncRNA,18,-1,1
AC106037.3,lncRNA,18,1,1
MIR320C1,miRNA,18,1,1
MIB1,protein_coding,18,1,4
AC106037.1,snoRNA,18,-1,1
Y_RNA,misc_RNA,18,1,1
RN7SL233P,misc_RNA,18,1,1
SNORA73,snoRNA,18,1,1
MIR133A1HG,lncRNA,18,-1,4
MIR133A1,miRNA,18,-1,1
